Tahun.Akademik,Tanggal.Daftar,Program.Studi,Jumlah.Mhs,Jumlah.Grade.A,Jumlah.Grade.B,Jumlah.Grade.C,Jumlah.Grade.D,Kode.Sekolah,Nama.Sekolah,Nama.Kota,,,,,,
2015/2016,21-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10205393,SMAN 1 KUALUH HULU,LABUHAN BATU,,,,,,
2015/2016,21-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10206128,SMAN 1 TARUTUNG,TAPANULI UTARA,,,,,,
2015/2016,21-08-2015,AKUNTANSI (S-1),1,0,0,0,1,10211074,SMKN 10 MEDAN,MEDAN,,,,,,
2015/2016,21-08-2015,MANAJEMEN (S-1),1,0,1,0,0,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2015/2016,21-08-2015,MANAJEMEN (S-1),1,0,0,1,0,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2015/2016,21-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210778,SMK (STM) S RAKSANA MEDAN,MEDAN,,,,,,
2015/2016,21-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2015/2016,21-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10400874,SMAN 1 DURI KEC.MANDAU,BENGKALIS,,,,,,
2015/2016,21-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000008,SMA METHODIST 2 TG. BALAI,TANJUNG BALAI,,,,,,
2015/2016,21-08-2015,AKUNTANSI (S-1),1,0,0,0,1,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2015/2016,22-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2015/2016,22-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2015/2016,22-06-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10101911,SMAN 1 ACEH BARAT DAYA,ACEH BARAT DAYA,,,,,,
2015/2016,22-06-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,22-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2015/2016,22-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10209394,SMAN 1 TANJUNG BERINGIN,SERDANG BEDAGAI,,,,,,
2015/2016,22-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211680,SMA KRISTEN KALAM KUDUS,PEMATANG SIANTAR,,,,,,
2015/2016,22-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2015/2016,22-07-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10211291,SMA AHMAD YANI,BINJAI,,,,,,
2015/2016,22-07-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2015/2016,22-07-2015,MANAJEMEN (S-1),1,0,1,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2015/2016,22-07-2015,MANAJEMEN (S-1),1,1,0,0,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2015/2016,22-07-2015,MANAJEMEN (S-1),1,0,0,1,0,10000001,SMA F. TANDEAN,TEBING TINGGI,,,,,,
2015/2016,22-07-2015,AKUNTANSI (S-1),1,0,1,0,0,10211212,SMK (SMEA) S JOSUA,MEDAN,,,,,,
2015/2016,22-07-2015,AKUNTANSI (S-1),1,0,1,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2015/2016,22-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,22-07-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10403249,SMA PERG WAHIDIN BAA,ROKAN HILIR,,,,,,
2015/2016,22-08-2015,AKUNTANSI (S-1),1,0,1,0,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210905,SMA S METHODIST 7,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10210832,SMA S WR SUPRATMAN 2,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10210865,SMAN 14 MEDAN,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10000027,SMA ST. PETRUS MEDAN,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10000015,SMK TELKOM SANDHY PUTRA MEDAN,MEDAN,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10208517,SMK (SMEA) N 2 BALIGE,TOBA SAMOSIR,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10212098,SMA KATOLIK SBG,SIBOLGA,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10220294,SMAN 1 PARMONANGAN,TAPANULI UTARA,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10403436,SMAN 1 LUBUK DALAM,SIAK,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10259159,SMK YAPIM,MEDAN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,60403536,SMA N MODAL BANGSA ARUN,LHOKSEUMAWE,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,60403539,SMK CITRA BANGSA,LABUHAN BATU,,,,,,
2015/2016,22-08-2015,AKUNTANSI (S-1),1,0,1,0,0,20300693,SMK (STM) N 1 WANAREJA,CILACAP,,,,,,
2015/2016,22-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,1010054,SMKN 1 SIANTAR,SIMALUNGUN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210858,SMAN 5 MEDAN,MEDAN,,,,,,
2015/2016,22-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,23-05-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2015/2016,23-05-2015,MANAJEMEN (S-1),1,0,1,0,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2015/2016,23-05-2015,MANAJEMEN (S-1),1,0,0,0,1,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2015/2016,23-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10211685,SMA METHODIST PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2015/2016,23-05-2015,TEKNIK INFORMATIKA (S-1),2,0,2,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2015/2016,23-05-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2015/2016,23-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2015/2016,23-05-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10000097,SMAN 2 MERANTI,ASAHAN,,,,,,
2015/2016,23-05-2015,MANAJEMEN (S-1),1,1,0,0,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2015/2016,23-05-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2015/2016,23-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2015/2016,23-06-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10100201,SMAS/SMKS IMELDA MEDAN,MEDAN,,,,,,
2015/2016,23-06-2015,MANAJEMEN (S-1),1,0,0,1,0,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2015/2016,23-06-2015,AKUNTANSI (S-1),1,0,0,1,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,23-07-2015,MANAJEMEN (S-1),1,0,1,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2015/2016,23-07-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10258340,SMAS PEMBDA 1 GUNUNGSITOLI,NIAS,,,,,,
2015/2016,23-07-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10101355,SMKN 1 LHOKSUKON,ACEH UTARA,,,,,,
2015/2016,24-06-2015,AKUNTANSI (S-1),1,0,1,0,0,10210880,SMA S LETJEND HARYONO MT,MEDAN,,,,,,
2015/2016,24-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10100201,SMAS/SMKS IMELDA MEDAN,MEDAN,,,,,,
2015/2016,24-06-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,24-06-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000002,SMA TRI RATNA,SIBOLGA,,,,,,
2015/2016,24-06-2015,MANAJEMEN (S-1),1,0,0,1,0,10208517,SMK (SMEA) N 2 BALIGE,TOBA SAMOSIR,,,,,,
2015/2016,24-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000008,SMA METHODIST 2 TG. BALAI,TANJUNG BALAI,,,,,,
2015/2016,24-06-2015,MANAJEMEN (S-1),1,0,0,1,0,10000008,SMA METHODIST 2 TG. BALAI,TANJUNG BALAI,,,,,,
2015/2016,24-06-2015,MANAJEMEN (S-1),2,0,0,2,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,24-06-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210861,SMAN 8 MEDAN,MEDAN,,,,,,
2015/2016,24-07-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,24-07-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10210714,SMA S HANG KESTURI,MEDAN,,,,,,
2015/2016,24-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2015/2016,24-07-2015,AKUNTANSI (S-1),1,0,1,0,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2015/2016,24-07-2015,AKUNTANSI (S-1),1,0,0,1,0,10210702,SMA S BUDDHIS BODHICITTA,MEDAN,,,,,,
2015/2016,24-07-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10258913,SMA DHARMAWANGSA,MEDAN,,,,,,
2015/2016,24-07-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10259032,SMKS PEMBDA NIAS,KOTA GUNUNGSITOLI,,,,,,
2015/2016,24-07-2015,AKUNTANSI (S-1),1,0,1,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2015/2016,24-07-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10211317,SMAN 2 BINJAI,BINJAI,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10211533,SMA F.TANDEAN,TEBING TINGGI,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10259102,SMKN 1 GUNUNGSITOLI,NIAS,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10220218,SMAN 1 SUNGGAL,DELI SERDANG,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,1,0,0,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,24-08-2015,AKUNTANSI (S-1),1,0,0,1,0,10219163,SMUS SERDANG MURNI,DELI SERDANG,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,0,0,1,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,0,1,0,10210780,SMK (STM) S TELADAN MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210877,SMAN 13 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210879,SMA S SANTO THOMAS 3,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10210862,SMAN 9 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210864,SMAN 15 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10100124,SMKN 13 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10105619,SMAN 1 LHOKSEUMAWE,LHOKSEUMAWE,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10000002,SMA TRI RATNA,SIBOLGA,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10000042,SMK GRAFIKA BINA MEDIA,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10207069,SMAN 1 BARUMUN,TAPANULI SELATAN,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10206117,SMKN 1 SIATAS BARITA,TAPANULI UTARA,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10205379,SMAN 1 KOTA PINANG,LABUHAN BATU,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10203554,SMAN 2 SIDIKALANG,DAIRI,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10203537,SMAN 1 SIDIKALANG,DAIRI,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10204064,SMAN 1 KISARAN,ASAHAN,,,,,,
2015/2016,24-08-2015,AKUNTANSI (S-1),1,0,0,0,1,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210875,SMAN 11 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,0,0,1,10210875,SMAN 11 MEDAN,MEDAN,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,24-08-2015,TEKNIK INFORMATIKA (S-1),2,0,2,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,24-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10258462,SMAN 1 GUNUNGSITOLI,KOTA GUNUNGSITOLI,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,0,0,1,60403544,SMK YAPIM TARUNA BAGAN BATU,ROKAN HILIR,,,,,,
2015/2016,24-08-2015,MANAJEMEN (S-1),1,0,1,0,0,10405622,SMAS METHODIST,ROKAN HILIR,,,,,,
2015/2016,25-05-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2015/2016,25-05-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10000038,SMA PANCA KARYA,LANGKAT,,,,,,
2015/2016,25-05-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2015/2016,25-05-2015,AKUNTANSI (S-1),1,1,0,0,0,10000004,SMA TUNAS BARU BABALAN,LANGKAT,,,,,,
2015/2016,25-05-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,60403534,SMA S SULTAN HASANUDDIN,LABUHAN BATU,,,,,,
2015/2016,25-05-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,25-06-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10258339,SMAS LENTERA HARAPAN AFIA,NIAS,,,,,,
2015/2016,25-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,25-06-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,25-07-2015,AKUNTANSI (S-1),1,0,0,1,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2015/2016,25-07-2015,AKUNTANSI (S-1),1,0,0,1,0,10000047,SMA S METHODIST 3,MEDAN,,,,,,
2015/2016,25-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10105619,SMAN 1 LHOKSEUMAWE,LHOKSEUMAWE,,,,,,
2015/2016,25-07-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10206117,SMKN 1 SIATAS BARITA,TAPANULI UTARA,,,,,,
2015/2016,25-07-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10212217,SMAN 2 P.SIDIMPUAN,PADANG SIDEMPUAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210863,SMAN 16 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210865,SMAN 14 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),2,0,0,0,2,10210856,SMAN 3 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10210851,SMAN 17 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210405,MAN 2 MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10214138,SMAN 1 TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,25-08-2015,AKUNTANSI (S-1),1,0,0,0,1,10214136,SMAN 1 PERCUT SEI TUAN,DELI SERDANG,,,,,,
2015/2016,25-08-2015,MANAJEMEN (S-1),1,0,0,0,1,10214027,SMKN 1 LUBUK PAKAM,DELI SERDANG,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10220209,SMA DHARMA BAKTI SIBORONGBORONG,TAPANULI UTARA,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10100164,MAS MUALLIMIN UNIVA MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10209394,SMAN 1 TANJUNG BERINGIN,SERDANG BEDAGAI,,,,,,
2015/2016,25-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210721,SMA S BUDI SATRYA,MEDAN,,,,,,
2015/2016,25-08-2015,MANAJEMEN (S-1),1,0,0,0,1,10210743,SMA S KRISTEN KALAM KUDUS MEDAN,MEDAN,,,,,,
2015/2016,25-08-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,25-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,26-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10211711,SMA SULTAN AGUNG,PEMATANG SIANTAR,,,,,,
2015/2016,26-05-2015,TEKNIK INFORMATIKA (S-1),1,0,0,0,1,10210766,SMKN 9 MEDAN,MEDAN,,,,,,
2015/2016,26-05-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210829,SMA S WR SUPRATMAN 1,MEDAN,,,,,,
2015/2016,26-05-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210829,SMA S WR SUPRATMAN 1,MEDAN,,,,,,
2015/2016,26-05-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2015/2016,26-05-2015,MANAJEMEN (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2015/2016,26-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10204227,SMA DIPONEGORO KISARAN,ASAHAN,,,,,,
2015/2016,26-06-2015,MANAJEMEN (S-1),1,0,1,0,0,10000003,SMA BUDDHIST BODDHICITTA,MEDAN,,,,,,
2015/2016,26-06-2015,TEKNIK INFORMATIKA (S-1),1,1,0,0,0,10210836,SMA S SUTOMO 2,MEDAN,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10210855,SMAN 21 MEDAN,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210855,SMAN 21 MEDAN,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10210860,SMAN 7 MEDAN,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10211279,SMK (SMEA) S METHODIST 8,MEDAN,,,,,,
2015/2016,26-08-2015,MANAJEMEN (S-1),1,0,1,0,0,10210831,SMA S WIYATA DHARMA,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10210709,SMA S ERIA,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10200439,SMAN 2 LUBUK PAKAM,DELI SERDANG,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10201985,SMAN 1 KABANJAHE,KARO,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10100166,SMKN 1 PANTAI LABU,DELI SERDANG,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10100167,SMK S YAPIM TARUNA STABAT,LANGKAT,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000107,SMA S YAPEBUDIH,TOBA SAMOSIR,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10204057,SMAN 1 SIMPANG EMPAT,ASAHAN,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2015/2016,26-08-2015,MANAJEMEN (S-1),1,0,0,1,0,10202004,SMA METHODIST BERASTAGI,KARO,,,,,,
2015/2016,26-08-2015,AKUNTANSI (S-1),1,0,0,1,0,10201994,SMAN 1 BERASTAGI,KARO,,,,,,
2015/2016,26-08-2015,AKUNTANSI (S-1),1,0,1,0,0,10208713,SMAN1 PARLILITAN,HUMBANG HASUNDUTAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10211704,SMAN 2 PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10212131,SMAN 3 SIBOLGA,SIBOLGA,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10220230,SMK ANDREAS / TI,DELI SERDANG,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,0,0,1,0,10220931,SMA BUDI MURNI 3,MEDAN,,,,,,
2015/2016,26-08-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10214028,SMKN 1 PERCUT SEI TUAN,DELI SERDANG,,,,,,
2015/2016,26-08-2015,AKUNTANSI (S-1),1,0,1,0,0,10258790,SMK DHARMA ANALITIKA,MEDAN,,,,,,
2015/2016,26-08-2015,SISTEM INFORMASI (S-1),1,1,0,0,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,27-05-2015,AKUNTANSI (S-1),1,0,1,0,0,10211316,SMA METHODIST BINJAI,BINJAI,,,,,,
2015/2016,27-05-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10000053,SMK/SMA METHODIST TANJUNG MORAWA,DELI SERDANG,,,,,,
2015/2016,27-05-2015,MANAJEMEN (S-1),1,1,0,0,0,10210832,SMA S WR SUPRATMAN 2,MEDAN,,,,,,
2015/2016,27-05-2015,MANAJEMEN (S-1),1,0,0,0,1,10205374,SMA PANGLIMA POLEM R. PRAPAT,LABUHAN BATU,,,,,,
2015/2016,27-05-2015,MANAJEMEN (S-1),1,0,0,1,0,10210848,SMA S SUTOMO 1,MEDAN,,,,,,
2015/2016,27-05-2015,SISTEM INFORMASI (S-1),1,0,1,0,0,10210903,SMA S METHODIST 2,MEDAN,,,,,,
2015/2016,27-06-2015,SISTEM INFORMASI (S-1),1,0,0,0,1,10211263,SMK (SMEA) S PARULIAN 2,MEDAN,,,,,,
2015/2016,27-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2015/2016,27-06-2015,AKUNTANSI (S-1),2,0,2,0,0,10210750,SMA S HUSNI THAMRIN,MEDAN,,,,,,
2015/2016,27-06-2015,TEKNIK INFORMATIKA (S-1),1,0,1,0,0,10211685,SMA METHODIST PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
2015/2016,27-06-2015,TEKNIK INFORMATIKA (S-1),1,0,0,1,0,10211685,SMA METHODIST PEMATANG SIANTAR,PEMATANG SIANTAR,,,,,,
